Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNMENT   781389","USNMENT00781389","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colias thisoa","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/371bea81b-ee0b-4157-ad22-19f6df49e93d"
"USNMENT   781342","USNMENT00781342","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colias tyche","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/301dca9e6-c2d7-4a74-83b7-371b8c099a45"
"USNMENT   781341","USNMENT00781341","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colias tyche","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:26:00","http://n2t.net/ark:/65665/356d0214e-c881-4599-947f-da7fe65c3c48"
"USNMENT   781382","USNMENT00781382","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colias viluiensis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/367fa9efe-5d4c-4d9c-a9f6-4bf43eb88290"
"USNMENT   781381","USNMENT00781381","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colias viluiensis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:27:00","http://n2t.net/ark:/65665/3c7f8e341-e37e-4dc6-8e9f-40ac3f1b15e2"
"USNMENT   781376","USNMENT00781376","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colias wiskotti","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/36f4c391f-519e-4fe9-bd1c-ed607a2e239c"
"USNMENT   781377","USNMENT00781377","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colias wiskotti","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/32ae43b63-80dd-4dac-bd8a-d2e869e7bd00"
"USNMENT   781636","USNMENT00781636","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis agoye","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3e4bd9d5a-5b23-4d73-8d57-afe1189b229d"
"USNMENT   781635","USNMENT00781635","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis agoye","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3a912c003-9028-401a-a42a-c29fdb1685c6"
"USNMENT   781577","USNMENT00781577","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis amata","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3d0c61965-ad4e-4a9d-bb6f-e3a3795e5067"
"USNMENT   781576","USNMENT00781576","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis amata","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:29:00","http://n2t.net/ark:/65665/3f10033d3-dbd4-4bbf-b560-7ffed9f7631c"
"USNMENT   781622","USNMENT00781622","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis antevippe","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:30:00","http://n2t.net/ark:/65665/360bb805c-f52b-42bf-bdd1-6ffa403adaec"
"USNMENT   781621","USNMENT00781621","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis antevippe","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/35d0932cf-fa29-459c-9f90-13e873bbe7b4"
"USNMENT   781585","USNMENT00781585","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis aurigineus","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/36e6384de-72d4-454b-8f6d-e3588b24d23d"
"USNMENT   781586","USNMENT00781586","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis aurigineus","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/381e22f9e-21d5-418f-a820-953539b542e0"
"USNMENT   781617","USNMENT00781617","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis aurora","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:53:00","http://n2t.net/ark:/65665/366d58059-2e75-4aeb-a97e-0a0665bbddae"
"USNMENT   781618","USNMENT00781618","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis aurora","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:54:00","http://n2t.net/ark:/65665/3e25c7880-e14c-4c01-b71a-fe1c38ad65a2"
"USNMENT   781619","USNMENT00781619","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis auxo","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/35808271e-11b8-4c2c-9d90-f7ce9509e45c"
"USNMENT   781620","USNMENT00781620","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis auxo","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/389c18487-c888-401b-81ca-e5c8d1de41df"
"USNMENT   781597","USNMENT00781597","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis celimene","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3a0846d4d-d778-4246-be14-42ce9ae07b3b"
"USNMENT   781598","USNMENT00781598","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis celimene","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/340bb0355-f29f-4cb3-b005-7284abf06ef2"
"USNMENT   781583","USNMENT00781583","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis chrysonome","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3c0fbd5e9-1540-447e-bc91-b0b9be3258ba"
"USNMENT   781584","USNMENT00781584","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis chrysonome","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/333fddbc7-4aa2-4d64-89cb-ee9a1bc42b8b"
"USNMENT   781632","USNMENT00781632","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis daira","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:54:00","http://n2t.net/ark:/65665/310edbfcc-33ac-465c-8ecb-466cea2b6518"
"USNMENT   781631","USNMENT00781631","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis daira","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3f7e69327-a19c-48bb-93e1-8f39b401f9cf"
"USNMENT   781602","USNMENT00781602","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis danae","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3331a8096-9d6d-4ff2-86b4-81e48ae7e480"
"USNMENT   781601","USNMENT00781601","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis danae","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3b1a891cf-39ac-467a-915c-3ea9fac52020"
"USNMENT   781593","USNMENT00781593","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis doubledayi","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3133756d4-8539-4d5c-aa68-1f8740170c33"
"USNMENT   781612","USNMENT00781612","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis elgonensis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3192a8a5a-fd61-4871-8193-7ed5b4bdad15"
"USNMENT   781611","USNMENT00781611","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis elgonensis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:55:00","http://n2t.net/ark:/65665/3af69b5c0-bf6b-4533-988c-4741b8dcfa97"
"USNMENT   781639","USNMENT00781639","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis eris","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:55:00","http://n2t.net/ark:/65665/35feb71fb-2a31-4beb-bcf6-a087bb4322a5"
"USNMENT   781640","USNMENT00781640","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis eris","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:55:00","http://n2t.net/ark:/65665/3c51e3b92-7253-4eb8-8f2b-c0f792031e78"
"USNMENT   781603","USNMENT00781603","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis erone","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/392e38119-2458-4964-a6fa-9a7fe4e9d13d"
"USNMENT   781604","USNMENT00781604","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis erone","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3feb6a716-14f4-4749-b74d-56929d3fbd96"
"USNMENT   781644","USNMENT00781644","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis etrida","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/320ad6f75-0a9a-49ea-b9b6-1c6cd9919e9b"
"USNMENT   781643","USNMENT00781643","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis etrida","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/317a31130-0d03-4894-840d-60b5caa418e1"
"USNMENT   781626","USNMENT00781626","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis euippe","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3e14dbb0a-ddc6-4d2e-a026-5490a7dd5459"
"USNMENT   781625","USNMENT00781625","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis euippe","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3ca907458-af53-4704-98c1-626242cd192c"
"USNMENT   781633","USNMENT00781633","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis evagore","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/313937fff-bbd8-4bf3-a8a5-9c93cf07f39b"
"USNMENT   781634","USNMENT00781634","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis evagore","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:56:00","http://n2t.net/ark:/65665/3389c4098-6206-4ac8-aa05-e1c7db962d5a"
"USNMENT   781628","USNMENT00781628","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis evanthe","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:56:00","http://n2t.net/ark:/65665/3a8854036-441a-437a-89a6-aefaa42beeb3"
"USNMENT   781627","USNMENT00781627","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis evanthe","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:56:00","http://n2t.net/ark:/65665/3b9c49cbf-cac2-47ab-977c-7f7bc51e415f"
"USNMENT   781629","USNMENT00781629","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis evanthides","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3e11c948a-91ea-40b1-8c28-1725deaa2486"
"USNMENT   781630","USNMENT00781630","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis evanthides","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:57:00","http://n2t.net/ark:/65665/39c7ad0cb-43bb-48e7-8844-388c64fb732a"
"USNMENT   781623","USNMENT00781623","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis evenina","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/33ffef210-fd5e-4e43-9ddf-00755affe705"
"USNMENT   781624","USNMENT00781624","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis evenina","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/34b9c7cb6-da38-4c04-8754-350e53d23597"
"USNMENT   781648","USNMENT00781648","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis fausta","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3d7925828-302d-40fd-8899-30967a26a63a"
"USNMENT   781647","USNMENT00781647","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis fausta","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/30d80f7fe-9646-4e63-b880-0e4ea6de9d03"
"USNMENT   781615","USNMENT00781615","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis guenei","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/375dc7c36-596f-47e8-a287-bc953d311de3"
"USNMENT   781616","USNMENT00781616","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis guenei","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3f60393fe-f90f-4636-a2bc-e649f11ee4ff"
"USNMENT   781610","USNMENT00781610","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis haetera","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/32531168b-6ada-49c5-aff5-c061469a2d0c"
"USNMENT   781609","USNMENT00781609","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis haetera","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/341a2db3d-bf73-450f-bbbf-2844b3b6c7fb"
"USNMENT   781589","USNMENT00781589","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis halimede","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/38595a6c7-3ac3-41ef-9ff9-6e369985862b"
"USNMENT   781590","USNMENT00781590","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis halimede","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/388696692-215e-4c5f-b984-f8d10782cbe5"
"USNMENT   781613","USNMENT00781613","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis hildebrandti","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3c07aca6b-c02f-481b-921c-80c027f1593c"
"USNMENT   781614","USNMENT00781614","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis hildebrandti","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/392b56006-2f58-422e-b6b2-9e190ac1cd3e"
"USNMENT   781605","USNMENT00781605","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis ione","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/39649a581-cab0-4352-9f21-326dbed5501d"
"USNMENT   781606","USNMENT00781606","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis ione","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3d0be2141-9063-403a-b95a-83dc2c5763c7"
"USNMENT   781637","USNMENT00781637","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis mananhari","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:58:00","http://n2t.net/ark:/65665/315fe8565-0bb8-427a-96b0-899fd290850e"
"USNMENT   781638","USNMENT00781638","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis mananhari","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3b6232c7f-9b7b-4761-8db4-b2b1cbbce8b1"
"USNMENT   781641","USNMENT00781641","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis pallene","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3ae593e1c-b990-4d26-ac41-5011e8ca5a6b"
"USNMENT   781642","USNMENT00781642","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Colotis pallene","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 17:58:00","http://n2t.net/ark:/65665/3c6590db7-5888-46c2-b9f4-8ab2231efdb4"
